txid	geneid	name	chr
rna534	gene303	USP25	NW_020656121.1
rna54186	gene30300	LOC113249894	NW_020657168.1
rna54187	gene30301	LOC113249896	NW_020657178.1
rna54188	gene30302	LOC113249895	NW_020657178.1
rna54190	gene30304	LOC113249897	NW_020657179.1
rna54192	gene30306	LOC113249899	NW_020657180.1
rna54193	gene30307	LOC113249901	NW_020657181.1
rna54194	gene30308	LOC113249902	NW_020657181.1
rna54195	gene30309	LOC113249904	NW_020657182.1
rna54196	gene30310	LOC113249903	NW_020657182.1
rna54197	gene30311	LOC113249906	NW_020657183.1
rna54198	gene30312	LOC113249905	NW_020657183.1
rna54199	gene30313	LOC113249907	NW_020657192.1
rna54200	gene30314	LOC113249908	NW_020657193.1
rna54201	gene30315	LOC113249909	NW_020657203.1
rna54207	gene30318	LOC113249912	NW_020657212.1
rna54208	gene30319	LOC113249913	NW_020657213.1
rna5455	gene3032	LOC113250365	NW_020656124.1
rna54209	gene30320	LOC113249914	NW_020657226.1
rna54210	gene30322	LOC113249916	NW_020657244.1
rna54211	gene30324	LOC113249919	NW_020657250.1
rna54212	gene30325	LOC113249920	NW_020657256.1
rna54213	gene30326	LOC113249921	NW_020657259.1
rna54214	gene30327	LOC113249922	NW_020657260.1
rna54215	gene30328	LOC113249923	NW_020657274.1
rna5459	gene3033	LOC113250367	NW_020656124.1
rna54217	gene30330	LOC113249925	NW_020657279.1
rna54219	gene30332	LOC113249927	NW_020657281.1
rna54221	gene30334	LOC113249929	NW_020657282.1
rna54222	gene30335	LOC113249930	NW_020657284.1
rna54223	gene30336	LOC113249931	NW_020657293.1
rna54224	gene30337	LOC113249932	NW_020657294.1
rna54227	gene30339	LOC113249934	NW_020657295.1
rna54230	gene30341	LOC113249936	NW_020657296.1
rna54233	gene30344	LOC113249939	NW_020657310.1
rna54234	gene30345	LOC113249941	NW_020657312.1
rna54236	gene30347	LOC113249943	NW_020657313.1
rna54238	gene30349	LOC113249945	NW_020657320.1
rna5465	gene3035	SP110	NW_020656124.1
rna54240	gene30352	LOC113249948	NW_020657330.1
rna54241	gene30353	LOC113249949	NW_020657337.1
rna54242	gene30354	LOC113249950	NW_020657340.1
rna54244	gene30355	LOC113249951	NW_020657341.1
rna5466	gene3036	LOC113250369	NW_020656124.1
rna54246	gene30360	LOC113249956	NW_020657385.1
rna54249	gene30363	LOC113249959	NW_020657428.1
rna54250	gene30364	LOC113249960	NW_020657429.1
rna54251	gene30365	LOC113249961	NW_020657443.1
rna54256	gene30369	LOC113249965	NW_020657470.1
rna5468	gene3037	SLC16A14	NW_020656124.1
rna54257	gene30370	LOC113249966	NW_020657472.1
rna54258	gene30371	LOC113249967	NW_020657478.1
rna54259	gene30372	LOC113249969	NW_020657483.1
rna54260	gene30374	LOC113249970	NW_020657484.1
rna54261	gene30375	LOC113249971	NW_020657485.1
rna54265	gene30379	LOC113249975	NW_020657487.1
rna54266	gene30380	LOC113249976	NW_020657488.1
rna54269	gene30383	LOC113249979	NW_020657500.1
rna54270	gene30385	LOC113249981	NW_020657510.1
rna54271	gene30386	LOC113249982	NW_020657511.1
rna54272	gene30387	LOC113249983	NW_020657519.1
rna54273	gene30388	LOC113249984	NW_020657535.1
rna5470	gene3039	LOC113247970	NW_020656124.1
rna54274	gene30390	LOC113249986	NW_020657542.1
rna54275	gene30391	LOC113249987	NW_020657543.1
rna54276	gene30392	LOC113249988	NW_020657559.1
rna54277	gene30393	LOC113249989	NW_020657580.1
rna54278	gene30394	LOC113249990	NW_020657581.1
rna54280	gene30397	LOC113249993	NW_020657598.1
rna54281	gene30398	LOC113249995	NW_020657600.1
rna54282	gene30399	LOC113249996	NW_020657601.1
rna5480	gene3040	FBXO36	NW_020656124.1
rna54284	gene30401	LOC113249998	NW_020657621.1
rna54286	gene30403	LOC113250000	NW_020657637.1
rna54287	gene30405	LOC113250002	NW_020657657.1
rna54288	gene30406	LOC113250003	NW_020657658.1
rna54289	gene30408	LOC113250005	NW_020657685.1
rna5481	gene3041	TRIP12	NW_020656124.1
rna54294	gene30411	LOC113250008	NW_020657722.1
rna54295	gene30412	LOC113250009	NW_020657727.1
rna54296	gene30415	LOC113250012	NW_020657769.1
rna5496	gene3042	DNER	NW_020656124.1
rna54302	gene30423	LOC113250020	NW_020657837.1
rna54303	gene30424	LOC113250021	NW_020657838.1
rna54304	gene30425	LOC113250022	NW_020657839.1
rna54305	gene30426	LOC113250023	NW_020657841.1
rna54306	gene30427	LOC113250024	NW_020657843.1
rna54308	gene30429	LOC113250026	NW_020657866.1
rna5498	gene3043	PID1	NW_020656124.1
rna54309	gene30430	LOC113250027	NW_020657867.1
rna54310	gene30431	LOC113250028	NW_020657873.1
rna54311	gene30432	LOC113250029	NW_020657890.1
rna54316	gene30436	LOC113250033	NW_020657934.1
rna54317	gene30438	LOC113250035	NW_020657956.1
rna54318	gene30439	LOC113250036	NW_020657967.1
rna54319	gene30444	LOC113250041	NW_020658008.1
rna54320	gene30445	LOC113250042	NW_020658009.1
rna54321	gene30446	LOC113250043	NW_020658026.1
rna54322	gene30447	LOC113250044	NW_020658027.1
rna54323	gene30450	LOC113250047	NW_020658059.1
rna54324	gene30451	LOC113250048	NW_020658064.1
rna54325	gene30452	LOC113250050	NW_020658077.1
rna54326	gene30453	LOC113250051	NW_020658078.1
rna54327	gene30454	LOC113250052	NW_020658087.1
rna54328	gene30455	LOC113250054	NW_020658089.1
rna54329	gene30456	LOC113250055	NW_020658093.1
rna54330	gene30457	LOC113250056	NW_020658095.1
rna5502	gene3046	SPHKAP	NW_020656124.1
rna54331	gene30460	LOC113250059	NW_020658161.1
rna54332	gene30461	LOC113250060	NW_020658164.1
rna54333	gene30462	LOC113250061	NW_020658165.1
rna54334	gene30463	LOC113250062	NW_020658166.1
rna54335	gene30464	LOC113250063	NW_020658167.1
rna54340	gene30470	LOC113250070	NW_020658200.1
rna54343	gene30474	LOC113250074	NW_020658268.1
rna54344	gene30475	LOC113250075	NW_020658271.1
rna54345	gene30478	LOC113250078	NW_020658353.1
rna54346	gene30479	LOC113250079	NW_020658354.1
rna5504	gene3048	DAW1	NW_020656124.1
rna54347	gene30480	LOC113250081	NW_020658356.1
rna54348	gene30481	LOC113250082	NW_020658357.1
rna54353	gene30487	LOC113250088	NW_020658433.1
rna5505	gene3049	CCL20	NW_020656124.1
rna54354	gene30490	LOC113250091	NW_020658448.1
rna54355	gene30491	LOC113250092	NW_020658466.1
rna54356	gene30492	LOC113250093	NW_020658467.1
rna54357	gene30495	LOC113250096	NW_020658479.1
rna54358	gene30496	LOC113250097	NW_020658484.1
rna5506	gene3050	SLC19A3	NW_020656124.1
rna54359	gene30501	LOC113250102	NW_020658601.1
rna54360	gene30502	LOC113250103	NW_020658603.1
rna54362	gene30504	PNMA6F	NW_020658634.1
rna54363	gene30505	LOC113250106	NW_020658648.1
rna54365	gene30508	LOC113250109	NW_020658652.1
rna54366	gene30509	LOC113250110	NW_020658656.1
rna5508	gene3051	LOC113250378	NW_020656124.1
rna54367	gene30510	LOC113250111	NW_020658664.1
rna54368	gene30512	LOC113250114	NW_020658686.1
rna54369	gene30513	LOC113250115	NW_020658701.1
rna54370	gene30514	LOC113250116	NW_020658702.1
rna54373	gene30517	LOC113250119	NW_020658767.1
rna54374	gene30518	LOC113250120	NW_020658769.1
rna54375	gene30519	LOC113250121	NW_020658788.1
rna5513	gene3052	AGFG1	NW_020656124.1
rna54376	gene30520	LOC113250122	NW_020658800.1
rna54377	gene30521	LOC113250123	NW_020658806.1
rna54378	gene30522	LOC113250125	NW_020658821.1
rna54379	gene30524	LOC113250127	NW_020658834.1
rna54380	gene30525	LOC113250128	NW_020658847.1
rna54382	gene30527	LOC113250130	NW_020658917.1
rna54383	gene30528	LOC113250132	NW_020658918.1
rna54384	gene30529	LOC113250131	NW_020658918.1
rna54385	gene30530	LOC113250133	NW_020658921.1
rna54386	gene30531	LOC113250134	NW_020658923.1
rna54387	gene30532	LOC113250135	NW_020658953.1
rna54388	gene30534	LOC113250137	NW_020659025.1
rna54389	gene30535	LOC113250138	NW_020659031.1
rna54390	gene30536	LOC113250139	NW_020659052.1
rna54391	gene30537	LOC113250140	NW_020659101.1
rna54392	gene30538	LOC113250141	NW_020659106.1
rna54393	gene30539	LOC113250142	NW_020659108.1
rna5514	gene3054	TM4SF20	NW_020656124.1
rna54394	gene30540	LOC113250143	NW_020659118.1
rna54395	gene30541	LOC113250144	NW_020659158.1
rna54396	gene30542	LOC113250145	NW_020659220.1
rna54397	gene30543	LOC113250146	NW_020659221.1
rna54398	gene30548	LOC113250151	NW_020659309.1
rna54399	gene30549	LOC113250152	NW_020659311.1
rna5516	gene3055	MFF	NW_020656124.1
rna54400	gene30550	LOC113250153	NW_020659327.1
rna54401	gene30551	LOC113250154	NW_020659329.1
rna54404	gene30555	LOC113250159	NW_020659363.1
rna54405	gene30556	LOC113250160	NW_020659366.1
rna54406	gene30557	LOC113250161	NW_020659400.1
rna54407	gene30558	LOC113250162	NW_020659401.1
rna54408	gene30559	LOC113250163	NW_020659422.1
rna5529	gene3056	COL4A3	NW_020656124.1
rna54409	gene30560	LOC113250164	NW_020659450.1
rna54410	gene30561	LOC113250165	NW_020659451.1
rna54411	gene30562	LOC113250166	NW_020659451.1
rna54414	gene30566	NKX1-1	NW_020659528.1
rna54418	gene30569	LOC113250173	NW_020659567.1
rna54419	gene30570	LOC113250174	NW_020659571.1
rna54420	gene30572	LOC113250177	NW_020659593.1
rna54421	gene30573	LOC113250178	NW_020659594.1
rna54422	gene30575	LOC113250180	NW_020659642.1
rna54424	gene30577	LOC113250182	NW_020659681.1
rna54425	gene30578	LOC113250183	NW_020659687.1
rna54426	gene30579	LOC113250184	NW_020659689.1
rna5530	gene3058	COL4A4	NW_020656124.1
rna54427	gene30583	LOC113250189	NW_020659803.1
rna54429	gene30584	LOC113250190	NW_020659831.1
rna54430	gene30586	LOC113250192	NW_020659884.1
rna54432	gene30588	LOC113250194	NW_020659913.1
rna54433	gene30589	LOC113250195	NW_020659914.1
rna5538	gene3059	RHBDD1	NW_020656124.1
rna54434	gene30590	LOC113250196	NW_020659963.1
rna54435	gene30591	LOC113250197	NW_020659964.1
rna54436	gene30594	LOC113250200	NW_020660104.1
rna54437	gene30595	LOC113250201	NW_020660106.1
rna54442	gene30600	LOC113250206	NW_020660158.1
rna54447	gene30605	LOC113250211	NW_020660196.1
rna54448	gene30606	LOC113250212	NW_020660221.1
rna54449	gene30607	LOC113250213	NW_020660237.1
rna54450	gene30608	LOC113250214	NW_020660239.1
rna5546	gene3061	IRS1	NW_020656124.1
rna54454	gene30615	LOC113250221	NW_020660298.1
rna54455	gene30616	LOC113250222	NW_020660299.1
rna54456	gene30617	LOC113250223	NW_020660341.1
rna54457	gene30618	LOC113250224	NW_020660343.1
rna54458	gene30619	LOC113250225	NW_020660344.1
rna54459	gene30620	LOC113250226	NW_020660345.1
rna54464	gene30626	LOC113250232	NW_020660432.1
rna54465	gene30627	LOC113250233	NW_020660435.1
rna54466	gene30628	LOC113250234	NW_020660464.1
rna54467	gene30629	LOC113250235	NW_020660466.1
rna54468	gene30631	LOC113250237	NW_020660476.1
rna54469	gene30632	LOC113250238	NW_020660477.1
rna54472	gene30640	LOC113250246	NW_020660833.1
rna54473	gene30641	LOC113250247	NW_020660860.1
rna54474	gene30642	LOC113250248	NW_020660863.1
rna54478	gene30647	LOC113250253	NW_020661083.1
rna54480	gene30649	LOC113250255	NW_020661136.1
rna5550	gene3065	NYAP2	NW_020656124.1
rna54481	gene30650	LOC113250256	NW_020661152.1
rna5551	gene3066	DOCK10	NW_020656124.1
rna54494	gene30671	LOC113250277	NW_020662135.1
rna54499	gene30677	LOC113250283	NW_020662261.1
rna54500	gene30678	LOC113250285	NW_020662394.1
rna54501	gene30679	LOC113250284	NW_020662394.1
rna5554	gene3068	CUL3	NW_020656124.1
rna54502	gene30680	LOC113250287	NW_020662395.1
rna54503	gene30681	LOC113250286	NW_020662395.1
rna54505	gene30683	LOC113250289	NW_020662633.1
rna54506	gene30684	LOC113250290	NW_020662638.1
rna54507	gene30685	LOC113250291	NW_020662650.1
rna5558	gene3071	FAM124B	NW_020656124.1
rna5561	gene3074	SERPINE2	NW_020656124.1
rna5562	gene3075	MRPL44	NW_020656124.1
rna5563	gene3076	WDFY1	NW_020656124.1
rna5564	gene3077	AP1S3	NW_020656124.1
rna5565	gene3078	SCG2	NW_020656124.1
rna5567	gene3080	KCNE4	NW_020656124.1
rna5568	gene3081	ACSL3	NW_020656124.1
rna5573	gene3083	MOGAT1	NW_020656124.1
rna5576	gene3084	FARSB	NW_020656124.1
rna5577	gene3085	SGPP2	NW_020656124.1
rna5581	gene3089	PAX3	NW_020656124.1
rna5586	gene3090	EPHA4	NW_020656124.1
rna5590	gene3093	SLC4A3	NW_020656124.1
rna5594	gene3094	STK11IP	NW_020656124.1
rna5595	gene3096	INHA	NW_020656124.1
rna5596	gene3097	OBSL1	NW_020656124.1
rna5599	gene3098	TMEM198	NW_020656124.1
rna5600	gene3099	CHPF	NW_020656124.1
rna5601	gene3100	ASIC4	NW_020656124.1
rna5603	gene3102	GMPPA	NW_020656124.1
rna5608	gene3103	LOC113248637	NW_020656124.1
rna5609	gene3104	SPEG	NW_020656124.1
rna5610	gene3105	DES	NW_020656124.1
rna5611	gene3106	DNPEP	NW_020656124.1
rna5617	gene3107	RESP18	NW_020656124.1
rna5618	gene3108	PTPRN	NW_020656124.1
rna5620	gene3109	DNAJB2	NW_020656124.1
rna542	gene311	NRIP1	NW_020656121.1
rna5626	gene3111	LOC113250431	NW_020656124.1
rna5628	gene3112	STK16	NW_020656124.1
rna5630	gene3113	GLB1L	NW_020656124.1
rna5636	gene3114	ANKZF1	NW_020656124.1
rna5639	gene3115	ATG9A	NW_020656124.1
rna5649	gene3116	ABCB6	NW_020656124.1
rna5651	gene3117	ZFAND2B	NW_020656124.1
rna5652	gene3118	RETREG2	NW_020656124.1
rna5653	gene3119	CNPPD1	NW_020656124.1
rna5658	gene3120	SLC23A3	NW_020656124.1
rna5661	gene3121	NHEJ1	NW_020656124.1
rna5668	gene3122	IHH	NW_020656124.1
rna5669	gene3123	CFAP65	NW_020656124.1
rna5670	gene3124	CRYBA2	NW_020656124.1
rna5671	gene3125	FEV	NW_020656124.1
rna5672	gene3126	CDK5R2	NW_020656124.1
rna5673	gene3127	WNT10A	NW_020656124.1
rna5674	gene3128	WNT6	NW_020656124.1
rna5676	gene3129	PRKAG3	NW_020656124.1
rna544	gene313	SAMSN1	NW_020656121.1
rna5677	gene3130	LOC113250446	NW_020656124.1
rna5678	gene3132	TTLL4	NW_020656124.1
rna5680	gene3133	STK36	NW_020656124.1
rna5683	gene3134	RNF25	NW_020656124.1
rna5685	gene3135	LOC113250450	NW_020656124.1
rna5688	gene3136	ZNF142	NW_020656124.1
rna5689	gene3137	PLCD4	NW_020656124.1
rna5690	gene3138	CNOT9	NW_020656124.1
rna5692	gene3140	USP37	NW_020656124.1
rna5697	gene3141	VIL1	NW_020656124.1
rna5698	gene3143	CTDSP1	NW_020656124.1
rna5702	gene3145	SLC11A1	NW_020656124.1
rna5704	gene3147	CATIP	NW_020656124.1
rna5705	gene3148	PNKD	NW_020656124.1
rna5706	gene3149	TMBIM1	NW_020656124.1
rna5707	gene3150	LOC113250465	NW_020656124.1
rna5708	gene3151	AAMP	NW_020656124.1
rna5710	gene3152	GPBAR1	NW_020656124.1
rna5711	gene3153	ARPC2	NW_020656124.1
rna5714	gene3156	CXCR1	NW_020656124.1
rna5715	gene3157	CXCR2	NW_020656124.1
rna5717	gene3158	RUFY4	NW_020656124.1
rna5734	gene3159	TNS1	NW_020656124.1
rna5737	gene3162	TNP1	NW_020656124.1
rna5738	gene3164	IGFBP5	NW_020656124.1
rna5739	gene3165	IGFBP2	NW_020656124.1
rna5743	gene3167	RPL37A	NW_020656124.1
rna5744	gene3168	SMARCAL1	NW_020656124.1
rna5748	gene3169	MARCH4	NW_020656124.1
rna550	gene317	HSPA13	NW_020656121.1
rna5749	gene3170	XRCC5	NW_020656124.1
rna5751	gene3171	TMEM169	NW_020656124.1
rna5752	gene3172	PECR	NW_020656124.1
rna5753	gene3173	MREG	NW_020656124.1
rna5758	gene3176	FN1	NW_020656124.1
rna5769	gene3178	ATIC	NW_020656124.1
rna5770	gene3179	ABCA12	NW_020656124.1
rna551	gene318	LOC113246330	NW_020656121.1
rna5771	gene3180	BARD1	NW_020656124.1
rna5775	gene3183	VWC2L	NW_020656124.1
rna5776	gene3184	SPAG16	NW_020656124.1
rna5779	gene3187	IKZF2	NW_020656124.1
rna5786	gene3188	ERBB4	NW_020656124.1
rna552	gene319	RBM11	NW_020656121.1
rna5789	gene3191	CPS1	NW_020656124.1
rna5790	gene3192	LANCL1	NW_020656124.1
rna5797	gene3196	ACADL	NW_020656124.1
rna5801	gene3197	KANSL1L	NW_020656124.1
rna5804	gene3198	RPE	NW_020656124.1
rna5808	gene3199	UNC80	NW_020656124.1
rna75	gene32	ITGB2	NW_020656121.1
rna556	gene320	LIPI	NW_020656121.1
rna5813	gene3200	MAP2	NW_020656124.1
rna5815	gene3202	LOC113248029	NW_020656124.1
rna5817	gene3204	PTH2R	NW_020656124.1
rna5820	gene3207	PIKFYVE	NW_020656124.1
rna5827	gene3208	IDH1	NW_020656124.1
rna5828	gene3209	CUNH2orf80	NW_020656124.1
rna5830	gene3210	LOC113248034	NW_020656124.1
rna5831	gene3211	LOC113248702	NW_020656124.1
rna5833	gene3213	LOC113248717	NW_020656124.1
rna5835	gene3214	LOC113248734	NW_020656124.1
rna5836	gene3215	PLEKHM3	NW_020656124.1
rna5842	gene3217	FZD5	NW_020656124.1
rna5844	gene3218	CCNYL1	NW_020656124.1
rna5847	gene3221	METTL21A	NW_020656124.1
rna5864	gene3222	CREB1	NW_020656124.1
rna5866	gene3223	KLF7	NW_020656124.1
rna5868	gene3224	CPO	NW_020656124.1
rna5870	gene3225	FASTKD2	NW_020656124.1
rna5872	gene3226	MDH1B	NW_020656124.1
rna5873	gene3227	DYTN	NW_020656124.1
rna5875	gene3229	FAM237A	NW_020656124.1
rna5876	gene3230	ADAM23	NW_020656124.1
rna5877	gene3231	ZDBF2	NW_020656124.1
rna5888	gene3232	GPR1	NW_020656124.1
rna5894	gene3235	EEF1B2	NW_020656124.1
rna5897	gene3238	NDUFS1	NW_020656124.1
rna558	gene324	ROBO2	NW_020656121.1
rna5902	gene3241	INO80D	NW_020656124.1
rna5907	gene3243	NRP2	NW_020656124.1
rna5914	gene3246	PARD3B	NW_020656124.1
rna5916	gene3247	LOC113250552	NW_020656124.1
rna5922	gene3253	ICOS	NW_020656124.1
rna5924	gene3254	CTLA4	NW_020656124.1
rna5928	gene3257	CD28	NW_020656124.1
rna5930	gene3259	RAPH1	NW_020656124.1
rna5931	gene3260	ABI2	NW_020656124.1
rna5935	gene3263	LOC113250565	NW_020656124.1
rna5937	gene3265	NBEAL1	NW_020656124.1
rna5947	gene3268	CARF	NW_020656124.1
rna563	gene327	ROBO1	NW_020656121.1
rna5948	gene3270	WDR12	NW_020656124.1
rna5952	gene3273	ICA1L	NW_020656124.1
rna5955	gene3275	FAM117B	NW_020656124.1
rna5957	gene3276	BMPR2	NW_020656124.1
rna5959	gene3280	NOP58	NW_020656124.1
rna5965	gene3286	SUMO1	NW_020656124.1
rna5966	gene3287	KIAA2012	NW_020656124.1
rna5968	gene3289	FZD7	NW_020656124.1
rna5970	gene3291	CDK15	NW_020656124.1
rna5975	gene3293	ALS2	NW_020656124.1
rna5981	gene3294	MPP4	NW_020656124.1
rna5984	gene3296	TMEM237	NW_020656124.1
rna5986	gene3297	C2CD6	NW_020656124.1
rna5987	gene3299	STRADB	NW_020656124.1
rna77	gene33	PTTG1IP	NW_020656121.1
rna5989	gene3300	TRAK2	NW_020656124.1
rna5991	gene3301	ALS2CR12	NW_020656124.1
rna5994	gene3302	CASP8	NW_020656124.1
rna5997	gene3304	CASP10	NW_020656124.1
rna5998	gene3305	CFLAR	NW_020656124.1
rna6000	gene3306	NDUFB3	NW_020656124.1
rna6001	gene3307	FAM126B	NW_020656124.1
rna6009	gene3308	ORC2	NW_020656124.1
rna6017	gene3310	NIF3L1	NW_020656124.1
rna6027	gene3311	PPIL3	NW_020656124.1
rna6028	gene3312	CLK1	NW_020656124.1
rna6029	gene3313	BZW1	NW_020656124.1
rna6034	gene3314	LOC113250605	NW_020656124.1
rna6035	gene3315	LOC113250607	NW_020656124.1
rna6045	gene3316	LOC113250606	NW_020656124.1
rna6047	gene3318	SGO2	NW_020656124.1
rna6048	gene3319	KCTD18	NW_020656124.1
rna6055	gene3321	SPATS2L	NW_020656124.1
rna6063	gene3325	MAIP1	NW_020656124.1
rna6064	gene3326	TYW5	NW_020656124.1
rna6066	gene3327	CUNH2orf69	NW_020656124.1
rna6067	gene3328	FTCDNL1	NW_020656124.1
rna6069	gene3330	SATB2	NW_020656124.1
rna6072	gene3335	PLCL1	NW_020656124.1
rna6073	gene3337	BOLL	NW_020656124.1
rna6074	gene3338	MARS2	NW_020656124.1
rna6079	gene3339	RFTN2	NW_020656124.1
rna568	gene334	GBE1	NW_020656121.1
rna6081	gene3341	HSPE1	NW_020656124.1
rna6085	gene3342	HSPD1	NW_020656124.1
rna6086	gene3343	COQ10B	NW_020656124.1
rna6091	gene3344	SF3B1	NW_020656124.1
rna6095	gene3346	ANKRD44	NW_020656124.1
rna6100	gene3350	PGAP1	NW_020656124.1
rna6102	gene3351	CUNH2orf66	NW_020656124.1
rna6103	gene3352	GTF3C3	NW_020656124.1
rna6106	gene3353	CCDC150	NW_020656124.1
rna6113	gene3356	HECW2	NW_020656124.1
rna6117	gene3358	STK17B	NW_020656124.1
rna6119	gene3359	DNAH7	NW_020656124.1
rna6120	gene3360	SLC39A10	NW_020656124.1
rna6131	gene3375	TMEFF2	NW_020656124.1
rna6132	gene3376	CAVIN2	NW_020656124.1
rna6133	gene3377	NABP1	NW_020656124.1
rna6137	gene3378	MYO1B	NW_020656124.1
rna6143	gene3381	STAT4	NW_020656124.1
rna6145	gene3383	STAT1	NW_020656124.1
rna6151	gene3384	GLS	NW_020656124.1
rna6157	gene3385	LOC113250660	NW_020656124.1
rna6160	gene3387	NAB1	NW_020656124.1
rna6165	gene3388	NEMP2	NW_020656124.1
rna6169	gene3391	MFSD6	NW_020656124.1
rna6187	gene3394	INPP1	NW_020656124.1
rna6190	gene3395	HIBCH	NW_020656124.1
rna6191	gene3397	CUNH2orf88	NW_020656124.1
rna6192	gene3398	MSTN	NW_020656124.1
rna6193	gene3399	PMS1	NW_020656124.1
rna78	gene34	SUMO3	NW_020656121.1
rna6198	gene3400	ORMDL1	NW_020656124.1
rna6200	gene3401	OSGEPL1	NW_020656124.1
rna6201	gene3402	ANKAR	NW_020656124.1
rna6202	gene3403	ASNSD1	NW_020656124.1
rna6203	gene3404	ASDURF	NW_020656124.1
rna6204	gene3406	SLC40A1	NW_020656124.1
rna6205	gene3408	WDR75	NW_020656124.1
rna6207	gene3410	COL5A2	NW_020656124.1
rna6208	gene3411	COL3A1	NW_020656124.1
rna6212	gene3415	GULP1	NW_020656124.1
rna6231	gene3419	TFPI	NW_020656124.1
rna6233	gene3420	CALCRL	NW_020656124.1
rna6235	gene3423	ZSWIM2	NW_020656124.1
rna6236	gene3424	FAM171B	NW_020656124.1
rna6239	gene3426	ITGAV	NW_020656124.1
rna6241	gene3427	ZC3H15	NW_020656124.1
rna6242	gene3428	FSIP2	NW_020656124.1
rna6244	gene3431	ZNF804A	NW_020656124.1
rna6248	gene3438	NUP35	NW_020656124.1
rna572	gene344	CADM2	NW_020656121.1
rna6250	gene3440	DUSP19	NW_020656124.1
rna6253	gene3442	NCKAP1	NW_020656124.1
rna6254	gene3444	FRZB	NW_020656124.1
rna6256	gene3445	DNAJC10	NW_020656124.1
rna6259	gene3447	PDE1A	NW_020656124.1
rna6261	gene3448	PPP1R1C	NW_020656124.1
rna6265	gene3450	ITPRID2	NW_020656124.1
