Orthogroup	ursArc.longCDS.prots	homSap.longCDS.prots
OG0014237	rna27709	ENST00000307063.8
OG0014238	rna27705	ENST00000522793.5
OG0014239	rna27702	ENST00000231228.2
OG0014240	rna27700	ENST00000296786.7
OG0014241	rna27682	ENST00000523908.5
OG0014242	rna27680	ENST00000286307.5
OG0014243	rna27678	ENST00000231198.11
OG0014244	rna27673	ENST00000517905.1
OG0014245	rna27669	ENST00000311946.7
OG0014246	rna27668	ENST00000312349.4
OG0014247	rna27664	ENST00000422843.7
OG0014248	rna27663	ENST00000302938.4
OG0014249	rna27661	ENST00000286317.5
OG0014250	rna27660	ENST00000307851.8
OG0014251	rna27655	ENST00000522693.5
OG0014252	rna27654	ENST00000274532.6
OG0014253	rna27643	ENST00000439747.7
OG0014254	rna27642	ENST00000285873.7
OG0014255	rna27640	ENST00000517876.5
OG0014256	rna27639	ENST00000326080.9
OG0014257	rna27638	ENST00000336314.8
OG0014258	rna27625	ENST00000231121.2
OG0014259	rna27621	ENST00000322602.9
OG0014260	rna27619	ENST00000351797.8
OG0014261	rna27612	ENST00000255262.3
OG0014262	rna27603	ENST00000394123.7
OG0014263	rna27591	ENST00000377713.3
OG0014264	rna27589	ENST00000357164.3
OG0014265	rna27586	ENST00000355417.6
OG0014266	rna27578	ENST00000315050.11
OG0014267	rna27577	ENST00000388825.8
OG0014268	rna27552	ENST00000526627.1
OG0014269	rna27550	ENST00000446090.6
OG0014270	rna27547	ENST00000517768.5
OG0014271	rna27544	ENST00000394243.5
OG0014272	rna27537	ENST00000518797.5
OG0014273	rna27532	ENST00000377797.7
OG0014274	rna27531	ENST00000328668.7
OG0014275	rna27528	ENST00000524041.1
OG0014276	rna27527	ENST00000231656.12
OG0014277	rna27524	ENST00000261799.8
OG0014278	rna27522	ENST00000286301.7
OG0014279	rna27518	ENST00000613459.4
OG0014280	rna27516	ENST00000296736.3
OG0014281	rna27514	ENST00000286298.4
OG0014282	rna27502	ENST00000333677.6
OG0014283	rna27495	ENST00000261796.3
OG0014284	rna27494	ENST00000274569.8
OG0014285	rna27491	ENST00000296721.8
OG0014286	rna27483	ENST00000515425.5
OG0014287	rna27480	ENST00000305988.5
OG0014288	rna27477	ENST00000360693.7
OG0014289	rna27470	ENST00000340253.9
OG0014290	rna27469	ENST00000511717.6
OG0014291	rna27461	ENST00000231009.2
OG0014292	rna27460	ENST00000381405.4
OG0014293	rna27454	ENST00000343017.11
OG0014294	rna27453	ENST00000302005.2
OG0014295	rna27444	ENST00000296684.9
OG0014296	rna27442	ENST00000256759.7
OG0014297	rna27439	ENST00000396954.7
OG0014298	rna27438	ENST00000296585.9
OG0014299	rna27437	ENST00000282588.6
OG0014300	rna23004	ENST00000505697.6
OG0014301	rna23002	ENST00000303221.9
OG0014302	rna22999	ENST00000507110.5
OG0014303	rna22998	ENST00000264664.4
OG0014304	rna22993	ENST00000264663.9
OG0014305	rna22991	ENST00000306846.7
OG0014306	rna22989	ENST00000306862.6
OG0014307	rna22979	ENST00000500337.6
OG0014308	rna22978	ENST00000489442.5
OG0014309	rna22977	ENST00000325110.10
OG0014310	rna22973	ENST00000326035.6
OG0014311	rna22966	ENST00000509156.5
OG0014312	rna22951	ENST00000514985.5
OG0014313	rna22949	ENST00000361970.9
OG0014314	rna22948	ENST00000620156.4
OG0014315	rna22939	ENST00000281623.7
OG0014316	rna22937	ENST00000381647.6
OG0014317	rna22934	ENST00000377801.7
OG0014318	rna22931	ENST00000337836.9
OG0014319	rna22930	ENST00000399564.4
OG0014320	rna22929	ENST00000313164.9
OG0014321	rna22928	ENST00000254691.9
OG0014322	rna22926	ENST00000274242.9
OG0014323	rna22914	ENST00000337702.4
OG0014324	rna22913	ENST00000302472.3
OG0014325	rna22901	ENST00000320816.10
OG0014326	rna22893	ENST00000512982.2
OG0014327	rna22887	ENST00000296782.9
OG0014328	rna22881	ENST00000274276.7
OG0014329	rna22872	ENST00000263409.8
OG0014330	rna22866	ENST00000354891.7
OG0014331	rna22864	ENST00000427982.5
OG0014332	rna22862	ENST00000265107.8
OG0014333	rna22859	ENST00000231498.7
OG0014334	rna22850	ENST00000508244.5
OG0014335	rna22846	ENST00000282516.12
OG0014336	rna22840	ENST00000502994.5
OG0014337	rna22837	ENST00000381937.8
OG0014338	rna22835	ENST00000546211.5
OG0014339	rna22813	ENST00000397367.6
OG0014340	rna22803	ENST00000231420.10
OG0014341	rna22801	ENST00000382021.2
OG0014342	rna22800	ENST00000336767.5
OG0014343	rna22796	ENST00000505624.5
OG0014344	rna22792	ENST00000515799.5
OG0014345	rna22783	ENST00000382085.7
OG0014346	rna22781	ENST00000296589.8
OG0014347	rna22773	ENST00000265074.12
OG0014348	rna22771	ENST00000506237.5
OG0014349	rna22769	ENST00000265069.12
OG0014350	rna22767	ENST00000382142.7
OG0014351	rna22765	ENST00000265070.6
OG0014352	rna22760	ENST00000438447.1
OG0014353	rna22753	ENST00000325366.13
OG0014354	rna22745	ENST00000511367.6
OG0014355	rna22726	ENST00000274203.13
OG0014356	rna22724	ENST00000306320.9
OG0014357	rna22722	ENST00000308683.2
OG0014358	rna22720	ENST00000504595.1
OG0014359	rna22719	ENST00000284268.6
OG0014360	rna22717	ENST00000284274.4
OG0014361	rna22713	ENST00000274217.3
OG0014362	rna22699	ENST00000304623.12
OG0014363	rna22688	ENST00000503804.5
OG0014364	rna22685	ENST00000274140.9
OG0014365	rna22680	ENST00000511437.5
OG0014366	rna22677	ENST00000382492.3
OG0014367	rna22663	ENST00000264668.6
OG0014368	rna22661	ENST00000264669.9
OG0014369	rna22657	ENST00000230859.7
OG0014370	rna22655	ENST00000274192.6
OG0014371	rna22654	ENST00000264670.10
OG0014372	rna22645	ENST00000255764.3
OG0014373	rna22634	ENST00000302006.3
OG0014374	rna22630	ENST00000382611.10
OG0014375	rna22629	ENST00000613726.4
OG0014376	rna22624	ENST00000475622.5
OG0014377	rna22621	ENST00000320895.9
OG0014378	rna22617	ENST00000310581.9
OG0014379	rna22615	ENST00000324642.3
OG0014380	rna22614	ENST00000304460.10
OG0014381	rna22605	ENST00000166345.7
OG0014382	rna22603	ENST00000467963.5
OG0014383	rna22595	ENST00000264935.5
OG0014384	rna22593	ENST00000264938.7
OG0014385	rna22592	ENST00000512944.5
OG0014386	rna22591	ENST00000316418.9
OG0014387	rna22590	ENST00000264933.8
OG0014388	rna22588	ENST00000264932.10
OG0014389	rna22586	ENST00000296824.3
OG0014390	rna22585	ENST00000328278.3
OG0014391	rna22580	ENST00000637938.1
OG0014392	rna46345	ENST00000331427.8
OG0014393	rna40339	ENST00000397962.8
OG0014394	rna40354	ENST00000612396.4
OG0014395	rna40360	ENST00000358220.5
OG0014396	rna40363	ENST00000381312.5
OG0014397	rna40369	ENST00000380989.6
OG0014398	rna40383	ENST00000298375.11
OG0014399	rna40386	ENST00000380433.4
OG0014400	rna40388	ENST00000355029.8
OG0014401	rna40394	ENST00000357700.10
OG0014402	rna40397	ENST00000328090.9
OG0014403	rna40406	ENST00000380094.9
OG0014404	rna40408	ENST00000379999.6
OG0014405	rna40409	ENST00000397248.6
OG0014406	rna40412	ENST00000379959.7
OG0014407	rna40415	ENST00000379888.8
OG0014408	rna40432	ENST00000361972.8
OG0014409	rna40443	ENST00000397146.6
OG0014410	rna40444	ENST00000358415.8
OG0014411	rna40450	ENST00000344293.5
OG0014412	rna40451	ENST00000379328.7
OG0014413	rna40479	ENST00000379215.8
OG0014414	rna40483	ENST00000277570.9
OG0014415	rna40485	ENST00000356352.6
OG0014416	rna40487	ENST00000263035.8
OG0014417	rna40502	ENST00000378825.4
OG0014418	rna40510	ENST00000263036.9
OG0014419	rna40513	ENST00000484800.6
OG0014420	rna40515	ENST00000378681.7
OG0014421	rna40878	ENST00000341083.7
OG0014422	rna40872	ENST00000357447.6
OG0014423	rna40865	ENST00000181796.6
OG0014424	rna40864	ENST00000465530.1
OG0014425	rna40863	ENST00000378372.7
OG0014426	rna40854	ENST00000407572.5
OG0014427	rna40853	ENST00000356189.5
OG0014428	rna40849	ENST00000378203.5
OG0014429	rna40840	ENST00000378116.8
OG0014430	rna40837	ENST00000378076.3
OG0014431	rna40834	ENST00000277632.7
OG0014432	rna40820	ENST00000535784.6
OG0014433	rna40819	ENST00000298943.3
OG0014434	rna40816	ENST00000377921.7
OG0014435	rna40815	ENST00000377833.8
OG0014436	rna40809	ENST00000377799.7
OG0014437	rna40803	ENST00000377602.4
OG0014438	rna40795	ENST00000569591.2
OG0014439	rna40789	ENST00000324631.11
OG0014440	rna40781	ENST00000377304.6
OG0014441	rna40778	ENST00000377275.3
OG0014442	rna40775	ENST00000454679.6
OG0014443	rna40772	ENST00000377252.4
OG0014444	rna40753	ENST00000631589.1
OG0014445	rna40748	ENST00000376836.7
OG0014446	rna40744	ENST00000376624.7
OG0014447	rna40725	ENST00000298032.9
OG0014448	rna40724	ENST00000376510.7
OG0014449	rna40718	ENST00000376454.7
OG0014450	rna40713	ENST00000396432.6
OG0014451	rna40710	ENST00000331161.8
OG0014452	rna40708	ENST00000524413.5
OG0014453	rna52899	ENST00000376236.8
OG0014454	rna52923	ENST00000375888.5
OG0014455	rna52925	ENST00000375940.8
OG0014456	rna45630	ENST00000438700.7
OG0014457	rna45628	ENST00000423465.1
OG0014458	rna45625	ENST00000305242.9
OG0014459	rna45619	ENST00000337532.9
OG0014460	rna45613	ENST00000354911.8
OG0014461	rna45606	ENST00000375533.5
OG0014462	rna45597	ENST00000263056.5
OG0014463	rna45596	ENST00000263063.8
OG0014464	rna45592	ENST00000375377.1
OG0014465	rna45587	ENST00000355867.8
OG0014466	rna45580	ENST00000361310.7
OG0014467	rna45579	ENST00000361642.9
OG0014468	rna45574	ENST00000344936.6
OG0014469	rna45567	ENST00000263062.8
OG0014470	rna45560	ENST00000265371.8
OG0014471	rna45543	ENST00000374789.7
OG0014472	rna45532	ENST00000421317.4
OG0014473	rna45513	ENST00000429130.7
OG0014474	rna45509	ENST00000321660.1
OG0014475	rna15677	ENST00000614691.1
OG0014476	rna15673	ENST00000555728.5
OG0014477	rna15671	ENST00000257895.9
OG0014478	rna15669	ENST00000257868.9
OG0014479	rna15668	ENST00000552080.1
OG0014481	rna15663	ENST00000322569.8
OG0014482	rna15660	ENST00000408946.6
OG0014483	rna15656	ENST00000331886.9
OG0014484	rna15653	ENST00000449260.6
OG0014485	rna15648	ENST00000356124.8
OG0014486	rna15645	ENST00000262032.9
OG0014487	rna15639	ENST00000267101.7
OG0014488	rna15636	ENST00000257940.6
OG0014489	rna15635	ENST00000267113.4
OG0014490	rna15633	ENST00000553066.5
OG0014491	rna15621	ENST00000345093.8
OG0014492	rna15620	ENST00000267023.8
OG0014493	rna15618	ENST00000454355.6
OG0014494	rna15617	ENST00000267116.7
OG0014495	rna15615	ENST00000308197.9
OG0014496	rna15603	ENST00000425394.6
OG0014497	rna15600	ENST00000228534.5
OG0014498	rna15598	ENST00000314128.8
OG0014499	rna15597	ENST00000398189.3
OG0014500	rna15596	ENST00000553532.5
OG0014501	rna15594	ENST00000338146.6
OG0014502	rna15591	ENST00000262031.9
OG0014503	rna15582	ENST00000551812.5
OG0014504	rna15573	ENST00000338193.10
OG0014505	rna15567	ENST00000293502.1
OG0014506	rna15558	ENST00000300098.2
OG0014507	rna15557	ENST00000300101.2
OG0014508	rna15556	ENST00000357616.7
OG0014509	rna15554	ENST00000300128.8
OG0014510	rna15553	ENST00000300131.7
OG0014511	rna15550	ENST00000300134.7
OG0014512	rna15546	ENST00000328923.7
OG0014513	rna15543	ENST00000332782.6
OG0014514	rna15526	ENST00000309668.2
OG0014515	rna15525	ENST00000266646.2
OG0014516	rna15524	ENST00000228682.6
OG0014517	rna15520	ENST00000393797.6
OG0014518	rna15519	ENST00000262027.9
OG0014519	rna15518	ENST00000551116.5
OG0014520	rna15515	ENST00000355673.7
OG0014521	rna15509	ENST00000540759.6
OG0014522	rna15505	ENST00000551632.1
OG0014523	rna15500	ENST00000333972.11
OG0014524	rna15496	ENST00000320442.8
OG0014525	rna15494	ENST00000341156.8
OG0014526	rna15493	ENST00000315970.11
OG0014527	rna15488	ENST00000547588.5
OG0014528	rna15485	ENST00000257910.7
OG0014529	rna15484	ENST00000257904.10
OG0014530	rna15482	ENST00000228606.8
OG0014531	rna15481	ENST00000324871.11
OG0014532	rna15477	ENST00000323833.12
OG0014533	rna15474	ENST00000398073.6
OG0014534	rna15470	ENST00000300145.3
OG0014535	rna15466	ENST00000320743.7
OG0014536	rna15463	ENST00000552432.5
OG0014537	rna15453	ENST00000393630.7
OG0014538	rna15450	ENST00000299178.3
OG0014539	rna15448	ENST00000261234.10
OG0014540	rna15440	ENST00000311915.12
OG0014541	rna15435	ENST00000331710.9
OG0014542	rna15434	ENST00000637125.1
OG0014543	rna15433	ENST00000543646.5
OG0014544	rna15429	ENST00000539867.5
OG0014545	rna15427	ENST00000286574.8
OG0014546	rna15426	ENST00000308330.2
OG0014547	rna15420	ENST00000355192.7
OG0014548	rna15415	ENST00000536545.5, ENST00000620307.4
OG0014549	rna15410	ENST00000266604.6
OG0014550	rna15408	ENST00000261233.8
OG0014551	rna15404	ENST00000247815.8
OG0014552	rna15395	ENST00000229134.4
OG0014553	rna15394	ENST00000538666.5
OG0014554	rna15391	ENST00000303145.11
OG0014555	rna15384	ENST00000229179.8
OG0014556	rna15383	ENST00000398004.3
OG0014557	rna15373	ENST00000551568.5
OG0014558	rna15369	ENST00000266679.8
OG0014559	rna15357	ENST00000549921.5
OG0014560	rna15356	ENST00000299300.10
OG0014561	rna15355	ENST00000361484.4
OG0014562	rna15354	ENST00000330891.9
OG0014563	rna15343	ENST00000552032.6
OG0014564	rna15337	ENST00000229195.7
OG0014565	rna15330	ENST00000334414.10
OG0014566	rna15327	ENST00000283228.6
OG0014567	rna15324	ENST00000393330.6
OG0014568	rna15323	ENST00000266674.9
OG0014569	rna15322	ENST00000378743.7
OG0014570	rna15320	ENST00000266673.9
OG0014571	rna15319	ENST00000261263.4
OG0014572	rna15314	ENST00000550746.5
OG0014573	rna15311	ENST00000261180.8
OG0014574	rna15309	ENST00000519948.3
OG0014575	rna15307	ENST00000409445.7
OG0014576	rna15306	ENST00000378695.8
OG0014577	rna15305	ENST00000550916.5
OG0014578	rna15302	ENST00000266659.7
OG0014579	rna15301	ENST00000229214.8
OG0014580	rna15300	ENST00000619060.1
OG0014581	rna15290	ENST00000393262.3
OG0014582	rna15281	ENST00000261183.7
OG0014583	rna15275	ENST00000426126.6
OG0014584	rna15268	ENST00000322886.11
OG0014585	rna15256	ENST00000328827.8
OG0014586	rna15250	ENST00000261207.9
OG0014587	rna15244	ENST00000616559.4
OG0014588	rna15243	ENST00000228641.3
OG0014589	rna15242	ENST00000228644.3
OG0014590	rna15240	ENST00000548058.5
OG0014591	rna15236	ENST00000256151.7
OG0014592	rna15232	ENST00000248306.7
OG0014593	rna15222	ENST00000321196.7
OG0014594	rna15214	ENST00000532498.6
OG0014595	rna15210	ENST00000361228.4
OG0014596	rna15209	ENST00000256010.6
OG0014597	rna15202	ENST00000611864.4
OG0014598	rna15200	ENST00000298699.6
OG0014599	rna15198	ENST00000356891.3
OG0014600	rna15197	ENST00000309041.11
OG0014601	rna15192	ENST00000266712.10
OG0014602	rna15187	ENST00000228280.9
OG0014603	rna15176	ENST00000313546.7
OG0014604	rna15179	ENST00000548729.5, ENST00000529983.2
OG0014605	rna15165	ENST00000358859.3
OG0014606	rna15164	ENST00000261172.7
OG0014607	rna15142	ENST00000322349.12
OG0014608	rna15130	ENST00000340600.6
OG0014609	rna15129	ENST00000332896.7
OG0014610	rna15125	ENST00000258526.8
OG0014611	rna15124	ENST00000397809.9
OG0014612	rna15121	ENST00000261226.8
OG0014613	rna15101	ENST00000327772.6
OG0014614	rna15099	ENST00000333003.9
OG0014615	rna15097	ENST00000343958.8
OG0014616	rna15094	ENST00000436874.5
OG0014617	rna15080	ENST00000323666.9
OG0014618	rna15075	ENST00000343702.8
OG0014619	rna15073	ENST00000344280.7
OG0014620	rna15071	ENST00000266736.6
OG0014621	rna15069	ENST00000261208.7
OG0014622	rna15068	ENST00000228740.6
OG0014623	rna15063	ENST00000228741.7
OG0014624	rna15055	ENST00000557644.5
OG0014625	rna15042	ENST00000266732.8
OG0014626	rna15033	ENST00000299157.4
OG0014627	rna15031	ENST00000551964.5
OG0014628	rna15028	ENST00000547776.6
OG0014629	rna15030	ENST00000324341.1
OG0014630	rna15027	ENST00000279907.11
OG0014631	rna15020	ENST00000635101.1
OG0014632	rna15018	ENST00000551379.5
OG0014633	rna15014	ENST00000266754.9
OG0014634	rna15012	ENST00000536262.2
OG0014635	rna15009	ENST00000261637.4
OG0014636	rna15007	ENST00000551671.5
OG0014637	rna15005	ENST00000551346.1
OG0014638	rna15004	ENST00000452455.6
OG0014639	rna15002	ENST00000229266.7
OG0014640	rna15000	ENST00000266743.6
OG0014641	rna14997	ENST00000299314.11
OG0014642	rna14993	ENST00000258534.12
OG0014643	rna14991	ENST00000240079.10
OG0014644	rna14988	ENST00000552283.5
OG0014645	rna14987	ENST00000541394.5
OG0014646	rna14986	ENST00000329406.4
OG0014647	rna14983	ENST00000307046.8
OG0014648	rna14976	ENST00000553106.5
OG0014649	rna14975	ENST00000266744.3
OG0014650	rna14974	ENST00000548883.5
OG0014651	rna14964	ENST00000378090.8
OG0014652	rna14963	ENST00000392872.7
OG0014653	rna14959	ENST00000360814.8
OG0014654	rna14958	ENST00000229330.8
OG0014655	rna14953	ENST00000240055.7
OG0014656	rna14946	ENST00000303694.5
OG0014657	rna14944	ENST00000258538.7
OG0014658	rna14942	ENST00000637147.1
OG0014659	rna14939	ENST00000620430.4
OG0014660	rna14937	ENST00000551662.5
OG0014661	rna14927	ENST00000261402.6
OG0014662	rna45945	ENST00000312648.7
OG0014663	rna45940	ENST00000269389.7
OG0014664	rna45938	ENST00000329197.9
OG0014665	rna45937	ENST00000337014.10
OG0014666	rna45932	ENST00000583617.5
OG0014667	rna45931	ENST00000412079.6
OG0014668	rna45924	ENST00000335255.9
OG0014669	rna45923	ENST00000392325.8
OG0014670	rna45911	ENST00000300784.7
OG0014671	rna45908	ENST00000539345.6
OG0014672	rna45909	ENST00000269394.3
OG0014673	rna45902	ENST00000320865.3
OG0014674	rna14926	ENST00000378026.4
OG0014675	rna14918	ENST00000299045.7
OG0014676	rna14917	ENST00000228347.8
OG0014677	rna14914	ENST00000357881.8
OG0014678	rna14910	ENST00000392837.8
OG0014679	rna14904	ENST00000548125.5
OG0014680	rna14895	ENST00000412830.7
OG0014681	rna14892	ENST00000228437.9
OG0014682	rna14890	ENST00000216038.5
OG0014683	rna14888	ENST00000300399.7
OG0014684	rna14886	ENST00000266087.11
OG0014685	rna14884	ENST00000266085.6
OG0014686	rna14875	ENST00000404699.6
OG0014687	rna14869	ENST00000216106.5
OG0014688	rna14867	ENST00000411850.5
OG0014689	rna14859	ENST00000216117.8
OG0014690	rna14858	ENST00000216122.8
OG0014691	rna14854	ENST00000216127.4
OG0014692	rna14853	ENST00000397326.6
OG0014693	rna14852	ENST00000409652.4
OG0014694	rna14837	ENST00000438146.6
OG0014695	rna14829	ENST00000216185.6
OG0014696	rna14826	ENST00000397224.8
OG0014697	rna14825	ENST00000216190.12
OG0014698	rna14823	ENST00000300105.6
OG0014699	rna14819	ENST00000433985.6
OG0014700	rna14818	ENST00000417718.6
OG0014701	rna14817	ENST00000397147.6
OG0014702	rna14811	ENST00000406230.5
OG0014703	rna14809	ENST00000405091.6
OG0014704	rna14808	ENST00000403892.7
OG0014705	rna14803	ENST00000403888.7
OG0014706	rna14801	ENST00000381792.6
OG0014707	rna54210	ENST00000397110.6
OG0014708	rna53836, rna53837	ENST00000402918.6
OG0014709	rna41586	ENST00000356998.7
OG0014710	rna41585	ENST00000403299.5
OG0014711	rna41584	ENST00000249014.4
OG0014712	rna41583	ENST00000215886.5
OG0014713	rna41581	ENST00000381756.9
OG0014714	rna41580	ENST00000357436.4
OG0014715	rna41578	ENST00000215909.9
OG0014716	rna41571	ENST00000406386.7
OG0014717	rna41570	ENST00000340857.3
OG0014718	rna41569	ENST00000323205.10
OG0014719	rna41566	ENST00000215941.8
OG0014720	rna41563	ENST00000215957.10
OG0014721	rna41557	ENST00000403305.5
OG0014722	rna41556	ENST00000407936.5
OG0014723	rna41555	ENST00000396884.6
OG0014724	rna41550	ENST00000404072.7
OG0014725	rna41535	ENST00000361906.7
OG0014726	rna41523	ENST00000409006.3
OG0014727	rna41520	ENST00000355830.10
OG0014728	rna41511	ENST00000216034.5
OG0014729	rna41508	ENST00000216039.9
OG0014730	rna41504	ENST00000405018.5
OG0014731	rna41502	ENST00000216068.8
OG0014732	rna41501	ENST00000333039.2
OG0014733	rna41494	ENST00000216133.9
OG0014734	rna41490	ENST00000331163.10
OG0014735	rna41481	ENST00000328933.9
OG0014736	rna41480	ENST00000216160.10
OG0014737	rna41475	ENST00000341184.6
OG0014738	rna41472	ENST00000402881.5
OG0014739	rna41470	ENST00000404241.6
OG0014740	rna41469	ENST00000334678.7
OG0014741	rna41467	ENST00000325157.6
OG0014742	rna41465	ENST00000344138.8
OG0014743	rna41459	ENST00000454349.6
OG0014744	rna41454	ENST00000248929.13
OG0014745	rna41451	ENST00000618196.4
OG0014746	rna41448	ENST00000249016.4
OG0014747	rna41447	ENST00000435456.6
OG0014748	rna41428	ENST00000216237.9
OG0014749	rna41426	ENST00000405486.5
OG0014750	rna41424	ENST00000352645.4
OG0014751	rna41421	ENST00000266304.8
OG0014752	rna41418	ENST00000327492.3
OG0014753	rna41416	ENST00000216252.3
OG0014754	rna41409	ENST00000396504.6
OG0014755	rna41408	ENST00000306149.11
OG0014756	rna41404	ENST00000263256.6
OG0014757	rna41403	ENST00000360079.7
OG0014758	rna41399	ENST00000401548.7
OG0014759	rna41398	ENST00000255784.5
OG0014760	rna41397	ENST00000361204.8
